City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
607,Waingapu,ID,78.04,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
609,Dawei,MM,77.94,overcast clouds,14.0833,98.2,Hotel Dawei
610,Ngunguru,NZ,66.99,light rain,-35.6167,174.5,Pacific Rendezvous Motel Resort
612,Copiapo,CL,64.4,broken clouds,-27.3667,-70.3333,San Francisco de La Selva
613,Lasem,ID,79.02,light rain,-6.6922,111.4527,"Nyah Lasem | Museum, Guest House & Community Center"
615,Anguillara Sabazia,IT,62.6,clear sky,42.0875,12.2767,Country Relais I Due Laghi
616,Kota Belud,MY,78.8,few clouds,6.351,116.4305,Tang Dynasty Lodge Kota Belud
617,Sao Joao Da Barra,BR,84.2,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
619,Luwuk,ID,77.94,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
620,Abu Dhabi,AE,80.6,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
621,Alghero,IT,66.2,clear sky,40.5589,8.3181,Villa Las Tronas Hotel & Spa
623,Muisne,EC,82.4,few clouds,0.6,-80.0333,Quinta Samay
624,Guigue,VE,84.34,overcast clouds,10.0853,-67.7792,La vasquereña
625,Bambanglipuro,ID,78.3,overcast clouds,-7.95,110.2833,Puri Brata
627,Muros,ES,66.0,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
628,Igunga,TZ,76.06,light rain,-4.2833,33.8833,Ally yesu shop
629,Kallupatti,IN,86.0,few clouds,9.7167,77.8667,SMR BROTHERS HOUSE
631,Bathsheba,BB,84.2,scattered clouds,13.2167,-59.5167,Atlantis Hotel
633,Kishi,NG,94.71,light rain,9.0833,3.85,NCCF Kishi
634,Gamba,GA,82.49,overcast clouds,-2.65,10.0,
635,Peringat,MY,82.4,few clouds,6.0333,102.2833,Daseda Guest House
637,Balabac,PH,80.74,overcast clouds,7.9868,117.0645,Sing and Swing Lodge
638,Contamana,PE,86.41,overcast clouds,-7.3333,-75.0167,Shiringal Touristic Park
639,Nang Rong,TH,86.0,broken clouds,14.6377,102.7914,Phanomrungpuri Boutique Hotels & Resorts
640,Urucui,BR,91.24,overcast clouds,-7.2294,-44.5561,Hotel Premium Piauí
643,Celestun,MX,83.12,clear sky,20.8667,-90.4,Posada Lilia
644,Villa Bruzual,VE,88.16,overcast clouds,9.3328,-69.1208,Edificio Guarente
645,Misratah,LY,60.85,clear sky,32.3754,15.0925,فندق الماسة
646,Kirakira,SB,78.98,overcast clouds,-10.4544,161.9205,SanBiz Lodge
650,Galle,LK,80.82,clear sky,6.0367,80.217,Amangalla
653,Sawtell,AU,69.8,clear sky,-30.3833,153.1,Island Beach House Sawtell
654,Sishui,CN,60.12,light rain,35.6489,117.2758,Central Garden Hotel
655,Norfolk,US,64.0,clear sky,42.1668,-71.2495,Residence Inn by Marriott Boston Norwood/Canton
660,Urucara,BR,87.91,overcast clouds,-2.5364,-57.76,Hotel japa
661,Laranjal Paulista,BR,79.03,clear sky,-23.0497,-47.8367,Vale Verde Palace Hotel
662,Tamiahua,MX,80.19,few clouds,21.2667,-97.45,Mission Of The Sun Hotel
663,Graciano Sanchez,MX,78.8,clear sky,23.9167,-99.2833,
664,Xichang,CN,63.54,broken clouds,27.8964,102.2634,Xichang ibis Hotel
665,Ikalamavony,MG,71.29,light rain,-21.15,46.5833,
667,Basoko,CD,79.95,overcast clouds,1.2391,23.616,Flat Hotel La Benediction
668,Reporoa,NZ,63.0,light rain,-38.4333,176.35,Reporoa
672,Kang,BW,84.38,clear sky,-23.6752,22.7876,Kang Ultra Stop
675,Tawau,MY,77.0,few clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
676,Abaete,BR,71.46,overcast clouds,-19.16,-45.4458,Hotel Millenium
678,Hervey Bay,AU,75.0,few clouds,-25.2986,152.8535,Shelly Bay Resort
679,Yulara,AU,80.6,scattered clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
681,Sao Desiderio,BR,89.29,broken clouds,-12.3633,-44.9733,Meu cantinho
683,Curico,CL,62.01,haze,-34.9833,-71.2333,Hotel Raices
686,Moerai,PF,77.68,overcast clouds,-22.4333,-151.3333,Le Manotel
687,Upata,VE,82.99,broken clouds,8.0086,-62.3989,Posada Villa Nela
689,Sembe,CG,87.53,broken clouds,1.6481,14.5806,
692,Tiznit,MA,63.68,overcast clouds,29.5833,-9.5,
695,Montepuez,MZ,72.72,broken clouds,-13.1256,38.9997,Complexo Messalo
696,Emerald,AU,71.6,light rain,-23.5333,148.1667,The Irish Village
697,Mindelo,CV,78.8,few clouds,16.8901,-24.9804,Hotel Gaudi
698,Santiago Del Estero,AR,84.76,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
699,Manono,CD,73.11,overcast clouds,-7.3,27.4167,Hotel hewa bora
701,Si Racha,TH,88.0,overcast clouds,13.1737,100.9311,Cape Racha Hotel & Serviced Apartments
703,Nouakchott,MR,91.4,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
704,Vryheid,ZA,74.05,clear sky,-27.7695,30.7917,Bivane Game Lodge
705,Kerrville,US,70.0,haze,30.0474,-99.1403,Inn Of The Hills Hotel & Conference Center
709,Rivera,UY,85.33,overcast clouds,-30.9053,-55.5508,Hotel Casino & Resort Rivera
710,Mana,GF,74.19,overcast clouds,5.6592,-53.7767,LE SAMANA
711,Santa Maria,BR,87.8,few clouds,-29.6842,-53.8069,Hotel Morotin
713,Sola,VU,80.87,overcast clouds,-13.8833,167.55,Leumerus Bungalows
